,math,ukr,eng,rating,benefit,result
3799,199,185,174,187.3,0,1
3800,200,176,188,189.2,0,1
3801,195,180,196,190.8,0,1
3802,179,181,182,180.5,0,0
3803,167,161,177,168.2,0,0
3804,142,143,161,148.0,0,0
3805,179,192,194,187.4,0,1
3806,153,164,160,158.4,0,0
3807,192,181,197,190.2,1,1
3808,176,171,181,176.0,0,0
3809,126,136,125,128.7,0,0
3810,133,155,141,142.0,0,0
3811,184,182,171,179.5,0,0
3812,190,171,174,179.5,0,0
3813,197,187,175,187.4,0,1
3814,173,199,182,183.5,0,0
3815,196,176,183,186.1,0,1
3816,169,162,167,166.3,1,0
3817,155,146,143,148.7,0,0
3818,126,124,153,133.5,0,0
3819,172,182,175,175.9,0,0
3820,146,162,172,158.6,0,0
3821,173,197,194,186.5,0,1
3822,125,157,156,143.9,0,0
3823,124,156,149,141.1,0,0
3824,189,180,174,181.8,0,0
3825,131,141,137,135.8,1,0
3826,123,129,140,129.9,0,0
3827,186,188,190,187.8,0,1
3828,150,143,162,151.5,0,0
3829,152,142,162,152.0,0,0
3830,175,184,173,177.1,0,0
3831,137,140,133,136.7,0,0
3832,167,140,148,153.2,0,0
3833,125,141,159,140.0,0,0
3834,183,181,193,185.4,1,1
3835,193,185,199,192.4,0,1
3836,134,125,152,136.7,0,0
3837,158,156,165,159.5,0,0
3838,123,142,136,132.6,0,0
3839,175,183,178,178.3,0,0
3840,197,171,192,187.7,0,1
3841,181,172,172,175.6,0,0
3842,184,192,194,189.4,0,1
3843,160,152,170,160.6,1,0
3844,197,176,181,185.90000000000003,0,1
3845,164,158,170,164.0,0,0
3846,136,153,138,141.70000000000002,0,0
3847,180,194,196,189.0,0,1
3848,122,135,140,131.3,0,0
3849,132,148,154,143.4,0,0
3850,173,197,176,181.1,0,0
3851,149,163,172,160.1,0,0
3852,122,160,151,142.1,1,0
3853,127,121,145,130.60000000000002,0,0
3854,122,140,139,132.5,0,0
3855,148,159,150,151.9,0,0
3856,164,148,148,154.4,0,0
3857,134,130,157,139.7,0,0
3858,145,162,157,153.7,0,0
3859,170,158,169,166.1,0,0
3860,145,161,170,157.3,0,0
3861,159,169,141,156.6,1,0
3862,143,165,155,153.2,0,0
3863,197,193,175,189.2,0,1
3864,151,171,158,159.10000000000002,0,0
3865,147,158,153,152.1,0,0
3866,166,165,170,166.9,0,0
3867,124,129,136,129.1,0,0
3868,157,179,180,170.5,0,0
3869,193,199,183,191.8,0,1
3870,154,180,173,167.5,1,0
3871,164,153,174,163.70000000000002,0,0
3872,193,193,192,192.7,0,1
3873,145,171,177,162.39999999999998,0,0
3874,172,196,179,181.3,0,0
3875,137,120,147,134.9,0,0
3876,142,150,161,150.1,0,0
3877,181,192,199,189.7,0,1
3878,171,199,193,186.0,0,1
3879,158,159,140,152.9,1,0
3880,179,188,189,184.7,0,1
3881,120,133,123,124.8,0,0
3882,162,162,165,162.9,0,0
3883,131,140,153,140.3,0,0
3884,134,158,141,143.3,0,0
3885,122,138,126,128.0,0,0
3886,188,193,175,185.6,0,1
3887,153,171,142,155.10000000000002,0,0
3888,183,174,189,182.1,1,0
3889,133,146,144,140.2,0,0
3890,199,170,188,187.0,0,1
3891,173,176,179,175.7,0,0
3892,182,193,173,182.6,0,0
3893,143,160,154,151.4,0,0
3894,145,179,161,160.0,0,0
3895,192,181,183,186.0,0,1
3896,130,121,126,126.1,0,0
3897,149,143,149,147.2,1,0
3898,187,186,195,189.1,0,1
3899,185,179,184,182.9,0,0
3900,137,135,128,133.7,0,0
3901,170,166,156,164.6,0,0
3902,172,189,180,179.5,0,0
3903,182,200,186,188.6,0,1
3904,176,197,187,185.6,0,1
3905,172,175,198,180.7,0,0
3906,126,160,153,144.3,1,0
3907,130,148,130,135.4,0,0
3908,123,121,143,128.39999999999998,0,0
3909,151,179,146,157.9,0,0
3910,130,120,152,133.6,0,0
3911,159,142,156,153.0,0,0
3912,173,188,175,178.1,0,0
3913,131,127,130,129.5,0,0
3914,154,155,166,157.9,0,0
3915,193,187,184,188.5,1,1
3916,133,149,145,141.4,0,0
3917,165,152,148,156.0,0,0
3918,139,152,156,148.0,0,0
3919,145,146,142,144.39999999999998,0,0
3920,166,141,158,156.10000000000002,0,0
3921,142,161,174,157.3,0,0
3922,169,146,143,154.3,0,0
3923,190,197,186,190.9,0,1
3924,127,130,131,129.1,1,0
3925,142,144,167,150.1,0,0
3926,122,147,153,138.8,0,0
3927,199,183,192,192.1,0,1
3928,125,151,147,139.39999999999998,0,0
3929,181,173,200,184.3,0,1
3930,143,159,179,158.6,0,0
3931,131,126,146,134.0,0,0
3932,182,191,197,189.2,0,1
3933,137,141,151,142.39999999999998,1,0
3934,142,154,150,148.0,0,0
3935,147,144,157,149.1,0,0
3936,151,160,161,156.7,0,0
3937,187,180,181,183.1,0,0
3938,189,180,191,186.9,0,1
3939,195,183,194,191.1,0,1
3940,129,142,149,138.9,0,0
3941,145,147,163,151.0,0,0
3942,180,174,189,180.9,1,0
3943,130,159,123,136.6,0,0
3944,159,143,140,148.5,0,0
3945,196,176,176,184.0,0,1
3946,136,129,147,137.2,0,0
3947,173,192,198,186.2,0,1
3948,123,152,133,134.7,0,0
3949,198,178,180,186.6,0,1
3950,140,129,152,140.29999999999998,0,0
3951,190,184,172,182.8,1,0
3952,162,166,168,165.0,0,0
3953,192,189,183,188.4,0,1
3954,141,175,151,154.2,0,0
3955,133,126,129,129.7,0,0
3956,127,152,147,140.5,0,0
3957,186,198,182,188.4,0,1
3958,127,122,136,128.2,0,0
3959,189,176,194,186.6,0,1
3960,152,142,177,156.5,1,0
3961,157,164,146,155.79999999999998,0,0
3962,142,145,140,142.3,0,0
3963,190,185,182,186.1,0,1
3964,127,157,128,136.3,0,0
3965,132,139,134,134.7,0,0
3966,121,127,131,125.8,0,0
3967,198,177,192,189.9,0,1
3968,164,145,143,152.0,0,0
3969,159,162,180,166.2,1,0
3970,197,178,180,186.2,0,1
3971,132,152,124,135.6,0,0
3972,183,174,180,179.4,0,0
3973,161,179,157,165.2,0,0
3974,174,183,179,178.20000000000002,0,0
3975,147,141,153,147.0,0,0
3976,147,141,174,153.3,0,0
3977,197,175,181,185.6,0,1
3978,167,159,174,166.7,1,0
3979,128,147,137,136.4,0,0
3980,121,120,138,125.8,0,0
3981,190,198,198,194.8,0,1
3982,159,173,169,166.2,0,0
3983,196,183,180,187.3,0,1
3984,184,174,188,182.2,0,0
3985,155,141,180,158.3,0,0
3986,121,143,140,133.3,0,0
3987,137,149,131,138.79999999999998,1,0
3988,198,199,170,189.9,0,1
3989,156,179,143,159.0,0,0
3990,131,142,139,136.7,0,0
3991,135,142,123,133.5,0,0
3992,164,157,157,159.8,0,0
3993,171,200,179,182.1,0,0
3994,184,187,170,180.7,0,0
3995,172,172,193,178.29999999999998,0,0
3996,121,153,127,132.4,1,0
3997,162,153,152,156.3,0,0
3998,135,154,136,141.0,0,0
3999,129,159,156,146.1,0,0
4000,196,198,182,192.4,0,1
4001,187,185,175,182.8,0,0
4002,149,145,170,154.1,0,0
4003,198,190,193,194.1,0,1
4004,176,180,177,177.5,0,0
4005,194,179,192,188.9,1,1
4006,165,153,149,156.6,0,0
4007,147,143,142,144.3,0,0
4008,172,193,185,182.2,0,0
4009,146,174,165,160.1,0,0
4010,163,144,140,150.4,0,0
4011,167,146,150,155.6,0,0
4012,137,139,149,141.2,0,0
4013,172,187,200,184.9,0,1
4014,188,191,177,185.6,1,1
4015,142,159,162,153.1,0,0
4016,128,145,130,133.7,0,0
4017,164,140,175,160.10000000000002,0,0
4018,173,191,197,185.6,0,1
4019,189,176,193,186.3,0,1
4020,148,167,167,159.4,0,0
4021,179,185,200,187.1,0,1
4022,156,172,165,163.5,0,0
4023,191,185,195,190.4,1,1
4024,187,176,194,185.8,0,1
4025,127,152,133,136.3,0,0
4026,178,189,182,182.5,0,0
4027,142,167,148,151.3,0,0
4028,173,177,193,180.2,0,0
4029,173,190,183,181.1,0,0
4030,193,189,187,190.0,0,1
4031,187,194,176,185.8,0,1
4032,123,159,126,134.7,1,0
4033,172,192,175,178.89999999999998,0,0
4034,131,153,123,135.20000000000002,0,0
4035,137,148,133,139.1,0,0
4036,137,127,142,135.5,0,0
4037,145,163,180,160.9,0,0
4038,195,170,190,186.0,0,1
4039,177,189,188,183.9,0,1
4040,154,166,166,161.2,0,0
4041,151,161,152,154.3,1,0
4042,163,165,180,168.7,0,0
4043,174,194,182,182.4,0,0
4044,135,138,160,143.4,0,0
4045,193,174,195,187.9,0,1
4046,137,159,132,142.1,0,0
4047,162,151,158,157.5,0,0
4048,164,148,148,154.4,0,0
4049,165,158,170,164.4,0,0
4050,178,194,185,184.9,1,1
4051,179,180,200,185.6,0,1
4052,172,195,193,185.2,0,1
4053,173,187,199,185.0,0,1
4054,161,178,169,168.5,0,0
4055,130,158,160,147.4,0,0
4056,171,187,179,178.2,0,0
4057,125,140,141,134.3,0,0
4058,141,148,167,150.9,0,0
4059,159,172,158,162.6,1,0
4060,125,122,134,126.79999999999998,0,0
4061,137,154,138,142.4,0,0
4062,122,153,154,140.9,0,0
4063,192,172,198,187.8,0,1
4064,145,165,168,157.9,0,0
4065,159,143,164,155.7,0,0
4066,144,167,146,151.5,0,0
4067,167,163,161,164.0,0,0
4068,146,154,178,158.0,1,0
4069,145,145,178,154.9,0,0
4070,158,163,171,163.4,0,0
4071,157,153,165,158.20000000000002,0,0
4072,187,178,170,179.2,0,0
4073,180,185,178,180.9,0,0
4074,175,175,200,182.5,0,0
4075,142,169,144,150.7,0,0
4076,136,129,121,129.4,0,0
4077,141,151,155,148.2,1,0
4078,139,127,157,140.8,0,0
4079,191,171,178,181.1,0,0
4080,172,197,179,181.6,0,0
4081,130,127,139,131.79999999999998,0,0
4082,159,154,175,162.29999999999998,0,0
4083,132,135,147,137.4,0,0
4084,126,157,127,135.6,0,0
4085,171,181,172,174.3,0,0
4086,121,153,136,135.1,1,0
4087,182,199,198,191.9,0,1
4088,143,176,152,155.60000000000002,0,0
4089,144,145,145,144.6,0,0
4090,169,157,140,156.70000000000002,0,0
4091,178,199,177,184.0,0,1
4092,129,140,130,132.6,0,0
4093,131,142,153,140.9,0,0
4094,149,176,167,162.5,0,0
4095,166,176,145,162.7,1,0
4096,187,192,200,192.4,0,1
4097,164,159,151,158.6,0,0
4098,140,128,137,135.5,0,0
4099,138,154,137,142.5,0,0
4100,155,148,145,149.9,0,0
4101,183,198,178,186.0,0,1
4102,163,142,155,154.3,0,0
4103,134,121,138,131.3,0,0
4104,170,154,144,157.39999999999998,1,0
4105,188,171,174,178.7,0,0
4106,133,143,139,137.8,0,0
4107,152,180,168,165.2,0,0
4108,148,167,174,161.5,0,0
4109,191,198,172,187.4,0,1
4110,173,184,186,180.2,0,0
4111,142,180,147,154.9,0,0
4112,141,178,172,161.4,0,0
4113,123,121,132,125.1,1,0
4114,128,138,123,129.5,0,0
4115,153,150,145,149.7,0,0
4116,137,130,148,138.2,0,0
4117,180,195,193,188.4,0,1
4118,162,159,167,162.6,0,0
4119,175,185,176,178.3,0,0
4120,141,145,180,153.9,0,0
4121,184,176,173,178.3,0,0
4122,132,121,152,134.7,1,0
4123,191,186,198,191.6,0,1
4124,171,200,174,180.6,0,0
4125,143,150,147,146.3,0,0
4126,154,142,146,148.0,0,0
4127,195,170,177,182.1,0,0
4128,175,191,180,181.3,0,0
4129,190,187,192,189.7,0,1
4130,168,141,156,156.3,0,0
4131,165,150,171,162.3,1,0
4132,164,145,143,152.0,0,0
4133,190,178,175,181.9,0,0
4134,186,170,195,183.9,0,1
4135,131,152,122,134.6,0,0
4136,171,174,199,180.3,0,0
4137,140,151,130,140.3,0,0
4138,157,176,144,158.8,0,0
4139,190,196,177,187.9,0,1
4140,175,182,173,176.5,1,0
4141,179,170,172,174.20000000000002,0,0
4142,138,138,147,140.70000000000002,0,0
4143,184,173,188,181.9,0,0
4144,164,163,160,162.5,0,0
4145,176,181,196,183.5,0,0
4146,156,158,143,152.70000000000002,0,0
4147,180,192,171,180.9,0,0
4148,190,171,187,183.4,0,0
4149,165,172,164,166.79999999999998,1,0
4150,169,153,148,157.9,0,0
4151,172,179,180,176.5,0,0
4152,122,158,151,141.5,0,0
4153,127,154,134,137.2,0,0
4154,144,147,157,148.8,0,0
4155,165,166,152,161.39999999999998,0,0
4156,139,157,122,139.3,0,0
4157,180,183,191,184.2,0,1
4158,128,140,123,130.1,1,0
4159,190,188,200,192.4,0,1
4160,148,158,156,153.4,0,0
4161,164,152,146,155.0,0,0
4162,144,170,166,158.4,0,0
4163,182,174,172,176.6,0,0
4164,134,158,146,144.8,0,0
4165,126,125,126,125.7,0,0
4166,160,151,152,154.89999999999998,0,0
4167,139,136,123,133.3,1,0
4168,193,189,192,191.5,0,1
4169,175,198,199,189.1,0,1
4170,134,133,152,139.1,0,0
4171,131,139,126,131.9,0,0
4172,120,155,159,142.2,0,0
4173,145,144,164,150.39999999999998,0,0
4174,190,175,170,179.5,0,0
4175,177,170,185,177.3,0,0
4176,131,158,139,141.5,1,0
4177,125,143,127,131.0,0,0
4178,178,171,192,180.10000000000002,0,0
4179,123,143,155,138.6,0,0
4180,166,151,157,158.8,0,0
4181,151,146,146,148.0,0,0
4182,175,178,173,175.3,0,0
4183,189,171,198,186.3,0,1
4184,147,163,151,153.0,0,0
4185,197,182,198,192.8,1,1
4186,160,158,152,157.0,0,0
4187,125,146,155,140.3,0,0
4188,158,148,158,155.0,0,0
4189,154,175,169,164.8,0,0
4190,131,133,127,130.4,0,0
4191,135,135,130,133.5,0,0
4192,155,147,152,151.7,0,0
4193,180,176,181,179.1,0,0
4194,151,163,154,155.5,1,0
4195,169,176,154,166.60000000000002,0,0
4196,175,180,193,181.9,0,0
4197,141,152,146,145.8,0,0
4198,144,141,169,150.6,0,0
4199,148,145,171,154.0,0,0
4200,185,192,182,186.2,0,1
4201,190,199,191,193.0,0,1
4202,142,177,148,154.3,0,0
4203,178,173,200,183.1,1,0
4204,165,180,177,173.1,0,0
4205,136,142,158,144.4,0,0
4206,199,177,184,187.9,0,1
4207,122,144,146,135.79999999999998,0,0
4208,152,180,175,167.3,0,0
4209,145,150,175,155.5,0,0
4210,182,184,183,182.9,0,0
4211,195,193,177,189.0,0,1
4212,154,164,174,163.0,1,0
4213,122,141,151,136.39999999999998,0,0
4214,161,171,150,160.7,0,0
4215,190,179,180,183.7,0,1
4216,137,139,153,142.4,0,0
4217,172,194,199,186.7,0,1
4218,121,155,123,131.8,0,0
4219,182,180,189,183.5,0,0
4220,126,134,153,136.5,0,0
4221,133,145,139,138.4,1,0
4222,141,158,168,154.20000000000002,0,0
4223,183,190,173,182.1,0,0
4224,177,186,188,183.0,0,0
4225,136,150,142,142.0,0,0
4226,194,190,196,193.4,0,1
4227,182,185,178,181.7,0,0
4228,195,178,190,188.4,0,1
4229,123,135,125,127.2,0,0
4230,172,199,180,182.5,1,0
4231,138,159,128,141.29999999999998,0,0
4232,176,194,198,188.0,0,1
4233,140,157,125,140.6,0,0
4234,168,157,164,163.5,0,0
4235,137,150,151,145.1,0,0
4236,169,144,140,152.8,0,0
4237,167,148,156,158.0,0,0
4238,150,144,141,145.5,0,0
4239,134,155,123,137.0,1,0
4240,144,167,140,149.7,0,0
4241,157,166,145,156.10000000000002,0,0
4242,174,195,191,185.4,0,1
4243,188,186,182,185.6,0,1
4244,166,141,147,152.8,0,0
4245,143,152,178,156.2,0,0
4246,184,181,198,187.3,0,1
4247,175,194,198,187.6,0,1
4248,122,133,144,131.9,1,0
4249,159,153,147,153.6,0,0
4250,184,178,184,182.2,0,0
4251,130,129,158,138.1,0,0
4252,147,168,172,160.8,0,0
4253,134,139,123,132.2,0,0
4254,182,171,173,176.0,0,0
4255,192,197,183,190.8,0,1
4256,188,186,172,182.6,0,0
4257,162,168,179,168.9,1,0
4258,182,196,185,187.1,0,1
4259,184,181,178,181.3,0,0
4260,135,125,136,132.3,0,0
4261,147,178,143,155.1,0,0
4262,181,193,192,187.9,0,1
4263,170,141,175,162.8,0,0
4264,170,150,175,165.5,0,0
4265,192,183,186,187.50000000000003,0,1
4266,141,163,180,159.3,1,0
4267,156,157,176,162.3,0,0
4268,130,157,154,145.29999999999998,0,0
4269,154,146,172,157.0,0,0
4270,125,123,139,128.6,0,0
4271,186,171,183,180.6,0,0
4272,127,147,157,142.0,0,0
4273,138,147,123,136.2,0,0
4274,183,196,177,185.1,0,1
4275,176,185,185,181.4,1,0
4276,198,199,176,191.7,0,1
4277,167,155,161,161.6,0,0
4278,175,189,197,185.8,0,1
4279,136,145,123,134.8,0,0
4280,125,158,149,142.1,0,0
4281,136,129,140,135.1,0,0
4282,194,177,192,188.3,0,1
4283,130,159,150,144.7,0,0
4284,157,161,174,163.3,1,0
4285,159,160,173,163.5,0,0
4286,163,166,167,165.10000000000002,0,0
4287,196,186,175,186.7,0,1
4288,138,139,134,137.1,0,0
4289,153,151,144,149.7,0,0
4290,164,173,157,164.60000000000002,0,0
4291,161,176,150,162.2,0,0
4292,166,165,141,158.2,0,0
4293,139,149,146,144.1,1,0
4294,188,184,185,185.9,0,1
4295,162,169,164,164.7,0,0
4296,129,141,149,138.6,0,0
4297,164,140,165,157.10000000000002,0,0
4298,178,172,194,181.0,0,0
4299,167,172,173,170.29999999999998,0,0
4300,146,154,143,147.5,0,0
4301,134,134,159,141.5,0,0
4302,171,192,190,183.0,1,0
4303,133,123,136,130.9,0,0
4304,140,149,134,140.89999999999998,0,0
4305,131,143,152,140.9,0,0
4306,152,175,167,163.4,0,0
4307,161,152,145,153.5,0,0
4308,185,188,178,183.8,0,1
4309,168,172,143,161.7,0,0
4310,181,188,196,187.6,0,1
4311,148,180,149,157.9,1,0
4312,128,122,134,128.0,0,0
4313,174,198,194,187.2,0,1
4314,151,147,173,156.4,0,0
4315,159,172,178,168.6,0,0
4316,188,194,178,186.8,0,1
4317,137,147,149,143.6,0,0
4318,189,172,183,182.1,0,0
4319,194,175,185,185.6,0,1
4320,168,163,171,167.4,1,0
4321,150,162,179,162.29999999999998,0,0
4322,146,162,180,161.0,0,0
4323,125,157,150,142.1,0,0
4324,175,197,192,186.7,0,1
4325,164,179,161,167.6,0,0
4326,167,161,156,161.89999999999998,0,0
4327,155,146,141,148.1,0,0
4328,146,158,157,152.9,0,0
4329,135,127,125,129.6,1,0
4330,122,126,148,131.0,0,0
4331,129,132,136,132.0,0,0
4332,146,160,162,155.0,0,0
4333,150,161,177,161.39999999999998,0,0
4334,170,153,141,156.2,0,0
4335,152,159,161,156.79999999999998,0,0
4336,171,191,170,176.7,0,0
4337,197,196,194,195.8,0,1
4338,160,178,161,165.7,1,0
4339,195,195,176,189.3,0,1
4340,189,193,174,185.7,0,1
4341,149,146,140,145.39999999999998,0,0
4342,129,133,138,132.9,0,0
4343,185,197,176,185.9,0,1
4344,136,140,123,133.3,0,0
4345,134,125,148,135.5,0,0
4346,191,186,187,188.3,0,1
4347,149,169,151,155.6,1,0
4348,183,199,180,186.9,0,1
4349,124,135,127,128.2,0,0
4350,155,143,143,147.8,0,0
4351,122,126,132,126.2,0,0
4352,148,167,168,159.7,0,0
4353,190,183,171,182.2,0,0
4354,131,150,133,137.3,0,0
4355,173,184,175,176.9,0,0
4356,199,196,180,192.40000000000003,1,1
4357,159,149,157,155.4,0,0
4358,174,170,173,172.5,0,0
4359,150,174,176,165.0,0,0
4360,133,133,121,129.4,0,0
4361,124,157,150,141.7,0,0
4362,180,176,178,178.2,0,0
4363,134,151,124,136.1,0,0
4364,195,186,176,186.6,0,1
4365,197,190,173,187.7,1,1
4366,184,194,188,188.2,0,1
4367,122,151,138,135.5,0,0
4368,198,194,188,193.8,0,1
4369,200,179,200,193.7,0,1
4370,121,130,124,124.6,0,0
4371,182,192,196,189.2,0,1
4372,165,150,158,158.4,0,0
4373,134,140,124,132.8,0,0
4374,174,193,193,185.4,1,1
4375,141,142,140,141.0,0,0
4376,188,199,180,188.9,0,1
4377,195,180,186,187.8,0,1
4378,135,147,126,135.9,0,0
4379,134,142,133,136.1,0,0
4380,134,149,123,135.2,0,0
4381,154,164,146,154.6,0,0
4382,175,186,195,184.3,0,1
4383,151,146,162,152.8,1,0
4384,138,159,138,144.29999999999998,0,0
4385,165,170,155,163.5,0,0
4386,129,135,150,137.1,0,0
4387,153,174,174,165.6,0,0
4388,132,156,159,147.3,0,0
4389,157,169,166,163.29999999999998,0,0
4390,177,198,170,181.2,0,0
4391,156,174,149,159.29999999999998,0,0
4392,170,159,160,163.7,1,0
4393,191,192,196,192.8,0,1
4394,164,161,175,166.4,0,0
4395,175,173,194,180.1,0,0
4396,127,158,152,143.8,0,0
4397,195,181,174,184.5,0,1
4398,150,159,152,153.29999999999998,0,0
4399,184,177,195,185.2,0,1
4400,183,190,177,183.3,0,0
4401,127,144,157,141.1,1,0
4402,188,186,198,190.4,0,1
4403,132,150,125,135.3,0,0
4404,191,173,188,184.7,0,1
4405,149,171,142,153.5,0,0
4406,131,122,127,127.1,0,0
4407,189,175,182,182.7,0,0
4408,180,183,191,184.2,0,1
4409,139,149,149,145.0,0,0
4410,135,135,145,138.0,1,0
4411,179,194,170,180.8,0,0
4412,126,153,157,143.4,0,0
4413,136,151,135,140.2,0,0
4414,175,196,176,181.6,0,0
4415,154,156,159,156.1,0,0
4416,149,178,176,165.8,0,0
4417,198,186,192,192.6,0,1
4418,131,132,147,136.1,0,0
4419,172,199,183,183.4,1,0
4420,200,171,191,188.6,0,1
4421,190,182,191,187.9,0,1
4422,188,186,183,185.9,0,1
4423,183,175,185,181.2,0,0
4424,173,181,172,175.10000000000002,0,0
4425,160,165,174,165.7,0,0
4426,147,144,174,154.2,0,0
4427,186,200,197,193.5,0,1
4428,163,162,149,158.5,1,0
4429,148,156,163,154.89999999999998,0,0
4430,167,151,157,159.2,0,0
4431,140,129,125,132.2,0,0
4432,192,187,178,186.3,0,1
4433,170,152,145,157.1,0,0
4434,166,165,170,166.9,0,0
4435,172,195,195,185.8,0,1
4436,131,146,140,138.2,0,0
4437,171,184,178,177.0,1,0
4438,171,181,199,182.4,0,0
4439,123,156,129,134.7,0,0
4440,122,129,156,134.29999999999998,0,0
4441,132,142,123,132.3,0,0
4442,184,196,191,189.7,0,1
4443,129,122,157,135.3,0,0
4444,193,197,198,195.7,0,1
4445,166,175,178,172.3,0,0
4446,178,188,176,180.4,1,0
4447,123,146,159,140.7,0,0
4448,133,121,122,126.1,0,0
4449,149,141,157,149.0,0,0
4450,152,148,172,156.8,0,0
4451,160,164,157,160.29999999999998,0,0
4452,149,154,144,149.0,0,0
4453,166,167,166,166.3,0,0
4454,150,177,172,164.7,0,0
4455,196,179,195,190.6,1,1
4456,167,168,154,163.4,0,0
4457,193,177,180,184.3,0,1
4458,166,140,162,157.0,0,0
4459,152,153,154,152.9,0,0
4460,147,160,159,154.5,0,0
4461,157,162,167,161.5,0,0
4462,180,186,181,182.1,0,0
4463,126,120,151,131.7,0,0
4464,195,177,198,190.5,1,1
4465,125,129,142,131.29999999999998,0,0
4466,132,157,124,137.1,0,0
4467,178,198,190,187.6,0,1
4468,182,195,179,185.0,0,1
4469,158,178,150,161.6,0,0
4470,172,182,194,181.6,0,0
4471,196,194,199,196.3,0,1
4472,199,172,197,190.3,0,1
4473,185,178,195,185.9,1,1
4474,172,182,192,181.0,0,0
4475,122,149,121,129.79999999999998,0,0
4476,175,182,197,183.7,0,1
4477,184,199,200,193.3,0,1
4478,188,183,197,189.2,0,1
4479,120,140,133,129.9,0,0
4480,158,161,152,157.10000000000002,0,0
4481,131,125,128,128.3,0,0
4482,137,135,133,135.2,1,0
4483,150,154,153,152.1,0,0
4484,135,121,145,133.8,0,0
4485,145,162,173,158.5,0,0
4486,144,180,156,158.4,0,0
4487,154,157,168,159.1,0,0
4488,185,183,195,187.4,0,1
4489,131,132,143,134.9,0,0
4490,175,178,193,181.3,0,0
4491,163,146,174,161.2,1,0
4492,183,174,194,183.6,0,1
4493,159,176,180,170.39999999999998,0,0
4494,141,140,167,148.5,0,0
4495,189,197,194,192.9,0,1
4496,168,149,150,156.9,0,0
4497,138,151,159,148.2,0,0
4498,123,152,129,133.5,0,0
4499,145,173,156,156.7,0,0
